,LocationID,Borough,Zone,service_zone,geometry
30,31,Bronx,Bronx Park,Boro Zone,"POLYGON ((-73.8838335 40.8647588, -73.8838261 40.8646789, -73.8838161 40.8645722, -73.8837785 40.8644566, -73.8837343 40.8643511, -73.8836632 40.8642477, -73.8835841 40.8641523, -73.8829497 40.8633775, -73.8823208 40.8626279, -73.8821732 40.8624697, -73.882015 40.8623105, -73.8818474 40.8621756, -73.8816757 40.8620589, -73.8814893 40.8619504, -73.8813029 40.8618297, -73.88093 40.8615914, -73.880686 40.861351, -73.8804511 40.8611086, -73.8804137 40.86107, -73.8803453 40.860928, -73.8803126 40.8608558, -73.8803118 40.8607657, -73.880344 40.8606126, -73.8803754 40.8604597, -73.8804767 40.8599766, -73.8805443 40.8596465, -73.8805773 40.8594857, -73.8808107 40.8583477, -73.8808227 40.8582523, -73.8808295 40.8581549, -73.8808236 40.8580548, -73.8808061 40.8579554, -73.8807733 40.8578291, -73.8807203 40.8577094, -73.8806404 40.8575808, -73.8805505 40.857452, -73.8804553 40.8573516, -73.8803426 40.8572522, -73.8805438 40.8566128, -73.8810673 40.8548599, -73.8819981 40.8516373, -73.8820358 40.8515118, -73.8824138 40.850194, -73.8824339 40.850124, -73.8827331 40.849081, -73.8826077 40.8488361, -73.8825939 40.8488155, -73.8825816 40.8487971, -73.8825481 40.8487241, -73.8825332 40.848693, -73.8825145 40.8486539, -73.8824984 40.8485149, -73.88267 40.8479265, -73.8826727 40.8479022, -73.8826633 40.8478809, -73.8825091 40.8477257, -73.8809454 40.8466595, -73.8790209 40.8453477, -73.8782243 40.8448019, -73.8771706 40.8440175, -73.8772656 40.8438597, -73.8768758 40.8435758, -73.8766758 40.8434906, -73.8764057 40.8433755, -73.8767222 40.842372, -73.8761929 40.8422147, -73.8760694 40.8421776, -73.875298 40.8419135, -73.8747053 40.8417018, -73.8746798 40.8417429, -73.8745371 40.8416953, -73.8744765 40.8416684, -73.8743023 40.8419493, -73.8739565 40.8425068, -73.8731455 40.8431541, -73.8730613 40.8432149, -73.8729741 40.8432656, -73.8728554 40.8433229, -73.8726013 40.8434396, -73.8720673 40.8436778, -73.8717864 40.8445537, -73.8716917 40.8456105, -73.8716153 40.8472854, -73.8716059 40.8495279, -73.870949 40.849522, -73.8691732 40.8494995, -73.8684396 40.8507594, -73.8683953 40.8508771, -73.8683792 40.8509958, -73.8683993 40.8511205, -73.8684382 40.8512372, -73.8688955 40.852421, -73.8689654 40.8526256, -73.8693703 40.8537509, -73.8695756 40.8543054, -73.8695863 40.8543374, -73.8696332 40.8544779, -73.8697486 40.8548643, -73.8698801 40.8552968, -73.869978 40.8555086, -73.8700623 40.8557249, -73.8700838 40.8558344, -73.8700771 40.8558993, -73.8700619 40.8559531, -73.8700398 40.8560033, -73.8700103 40.8560515, -73.8699389 40.8561651, -73.869605 40.8565719, -73.8686788 40.857709, -73.8690664 40.8576968, -73.8694513 40.8576745, -73.8696444 40.8576359, -73.8698215 40.8575903, -73.870679 40.8572631, -73.8707234 40.8572478, -73.8707579 40.8572449, -73.8707914 40.8572512, -73.8708172 40.8572673, -73.8708426 40.857285, -73.8708919 40.8572716, -73.8709285 40.8572612, -73.8709752 40.8572569, -73.8710158 40.8572628, -73.8710465 40.8572716, -73.871088 40.8572134, -73.8711302 40.8572404, -73.8711427 40.8572714, -73.8711509 40.8573037, -73.8711616 40.8573605, -73.8711681 40.8574389, -73.8711266 40.8577345, -73.8712145 40.8577754, -73.8710455 40.8593459, -73.8708638 40.8607451, -73.8707947 40.861534, -73.870687 40.8629414, -73.8706233 40.8640465, -73.8705998 40.86465, -73.8706069 40.865291, -73.8706 40.8655401, -73.8706228 40.8664295, -73.8706416 40.8671253, -73.8706592 40.8675024, -73.8706777 40.8678859, -73.8706885 40.868462, -73.8706899 40.8690938, -73.870714 40.8697165, -73.8707355 40.8705896, -73.8707583 40.8712731, -73.8707663 40.8715368, -73.870592 40.8724972, -73.8705732 40.8725763, -73.8705598 40.8728917, -73.8705437 40.8733115, -73.8705222 40.8739656, -73.8704968 40.874644, -73.870482 40.8751267, -73.8704793 40.8754228, -73.8704887 40.8756804, -73.8719292 40.8757949, -73.8741732 40.8727502, -73.875407 40.8711438, -73.8759971 40.8704623, -73.8769949 40.8698214, -73.8789475 40.8687505, -73.8799619 40.8681974, -73.8814285 40.8673978, -73.8828314 40.8666329, -73.8822859 40.8660276, -73.8825107 40.8659204, -73.8827794 40.8657923, -73.8831938 40.8656138, -73.883285 40.8655641, -73.8833708 40.8655073, -73.8834567 40.8654485, -73.8835345 40.8653836, -73.883627 40.8652801, -73.8836714 40.8652171, -73.8837034 40.8651716, -73.8837571 40.8650621, -73.8837933 40.8649475, -73.8838335 40.8647588))"
31,32,Bronx,Bronxdale,Boro Zone,"POLYGON ((-73.86752410000001 40.8496558, -73.8655241 40.8496558, -73.8655241 40.851655799999996, -73.86752410000001 40.851655799999996, -73.86752410000001 40.8496558))"
32,33,Brooklyn,Brooklyn Heights,Boro Zone,"POLYGON ((-73.9992513 40.6928358, -73.9992409 40.6927189, -73.9992117 40.6924995, -73.999168 40.6923021, -73.9991055 40.69213, -73.9990222 40.6919643, -73.9989202 40.6918206, -73.9987932 40.6916864, -73.9987608 40.691655, -73.9984788 40.6913817, -73.9923694 40.689686, -73.9917427 40.6909885, -73.9920363 40.6910691, -73.9919447 40.6912506, -73.99213 40.6913059, -73.9920488 40.6915017, -73.992005 40.6914906, -73.991903 40.6917243, -73.9922841 40.6918269, -73.9921008 40.6922832, -73.9920363 40.6922705, -73.9920254 40.6923126, -73.9920234 40.6923199, -73.9920215 40.692327, -73.9919343 40.6926652, -73.9931024 40.6928452, -73.99294 40.6931957, -73.9925943 40.6931041, -73.9924527 40.6934152, -73.992788 40.6935052, -73.9919384 40.6953034, -73.9923153 40.6954155, -73.9918385 40.6967542, -73.9922862 40.6968742, -73.9921237 40.6972278, -73.9930191 40.6974646, -73.9913115 40.7010418, -73.9918619 40.7014691, -73.9929053 40.7014604, -73.9930861 40.7014122, -73.993133 40.7013995, -73.9933104 40.7013504, -73.9934684 40.7013025, -73.9936533 40.7012418, -73.9938877 40.7011571, -73.9940544 40.7010953, -73.9941412 40.7010631, -73.9942534 40.7010202, -73.9947352 40.7008356, -73.9951555 40.7007261, -73.996207 40.6997268, -73.9969358 40.6982603, -73.9991307 40.6936983, -73.999245 40.6929384, -73.9992513 40.6928358))"
33,34,Brooklyn,Brooklyn Navy Yard,Boro Zone,"POLYGON ((-73.97633590000001 40.6987716, -73.9743359 40.6987716, -73.9743359 40.700771599999996, -73.97633590000001 40.700771599999996, -73.97633590000001 40.6987716))"
34,35,Brooklyn,Brownsville,Boro Zone,"POLYGON ((-73.9134755 40.664306, -73.9114755 40.664306, -73.9114755 40.666306, -73.9134755 40.666306, -73.9134755 40.664306))"
35,36,Brooklyn,Bushwick North,Boro Zone,
36,37,Brooklyn,Bushwick South,Boro Zone,"POLYGON ((-73.9261626 40.6942067, -73.9261303 40.6941895, -73.9261483 40.6941701, -73.9260125 40.6940975, -73.9259956 40.6941157, -73.9259651 40.6940994, -73.9258149 40.6942622, -73.9257454 40.6942251, -73.9257079 40.6942656, -73.9257012 40.694262, -73.9256589 40.6943078, -73.9256657 40.6943114, -73.9256292 40.694351, -73.9257015 40.6943896, -73.9256963 40.6943952, -73.9258128 40.6944575, -73.9258077 40.6944629, -73.9258867 40.6945051, -73.9259198 40.6944692, -73.9259244 40.6944717, -73.9260139 40.6943746, -73.9260098 40.6943724, -73.9261626 40.6942067))"
37,38,Queens,Cambria Heights,Boro Zone,"POLYGON ((-73.7394653 40.6935474, -73.7374653 40.6935474, -73.7374653 40.695547399999995, -73.7394653 40.695547399999995, -73.7394653 40.6935474))"
38,39,Brooklyn,Canarsie,Boro Zone,"POLYGON ((-73.9016921 40.642715, -73.8996921 40.642715, -73.8996921 40.644715, -73.9016921 40.644715, -73.9016921 40.642715))"
39,40,Brooklyn,Carroll Gardens,Boro Zone,"POLYGON ((-73.9958021 40.6774201, -73.9938021 40.6774201, -73.9938021 40.679420099999994, -73.9958021 40.679420099999994, -73.9958021 40.6774201))"
40,41,Manhattan,Central Harlem,Boro Zone,
41,42,Manhattan,Central Harlem North,Boro Zone,
42,43,Manhattan,Central Park,Yellow Zone,"POLYGON ((-73.9814075 40.7684558, -73.9813532 40.7684005, -73.9812954 40.7683388, -73.9812666 40.7682979, -73.9812424 40.7682578, -73.981225 40.7682236, -73.9812054 40.7681647, -73.9811983 40.7681234, -73.9811958 40.7680759, -73.9811947 40.7680529, -73.9811958 40.7680234, -73.9812024 40.7679925, -73.9812166 40.7679435, -73.9812094 40.7679176, -73.9811958 40.7678954, -73.9811787 40.7678877, -73.9810502 40.7678317, -73.9791766 40.7670323, -73.9763836 40.7658542, -73.9737496 40.7647438, -73.9737148 40.7647331, -73.9736854 40.7647275, -73.9736453 40.7647308, -73.9736203 40.7647396, -73.9735999 40.7647514, -73.9735861 40.7647683, -73.9732909 40.7651705, -73.9732538 40.7651992, -73.9732245 40.7652163, -73.9731998 40.765227, -73.9731528 40.7652352, -73.9731074 40.7652342, -73.9730738 40.7652302, -73.9730317 40.7652192, -73.9726548 40.7650614, -73.9725696 40.7651788, -73.9724768 40.765304, -73.9722517 40.7656121, -73.9715326 40.7665973, -73.970953 40.7673907, -73.9708816 40.7674883, -73.9704918 40.7680224, -73.9704097 40.768135, -73.9699764 40.7686749, -73.9699119 40.7687628, -73.968529 40.770653, -73.9662265 40.7738129, -73.9656177 40.7746546, -73.9640526 40.776801, -73.9637321 40.777239, -73.9635111 40.7775416, -73.963494 40.7775657, -73.9634737 40.7775944, -73.9634089 40.7776896, -73.9633886 40.7777161, -73.963339 40.7776932, -73.9633312 40.7776914, -73.9633258 40.7776925, -73.9633211 40.7776951, -73.9631581 40.7779237, -73.9627898 40.7784331, -73.9627195 40.7785304, -73.9623347 40.7790627, -73.9622595 40.7791667, -73.9618727 40.7797018, -73.9617979 40.7798051, -73.961464 40.7802617, -73.9615543 40.7803339, -73.961481 40.7804146, -73.9611242 40.7808832, -73.9610479 40.78096, -73.9605506 40.781666, -73.9588854 40.7839459, -73.9587388 40.7841556, -73.9586307 40.7843102, -73.9575733 40.7857067, -73.9558772 40.788053, -73.9554172 40.7886997, -73.9552971 40.7888635, -73.9535256 40.7912074, -73.9531393 40.7917411, -73.9531128 40.7917798, -73.9530523 40.7918681, -73.9522388 40.7929767, -73.9518348 40.7935351, -73.9516863 40.7937493, -73.9512675 40.7943243, -73.9508105 40.7949343, -73.9507494 40.7950221, -73.9503032 40.7956392, -73.9499364 40.7961426, -73.9498487 40.7962602, -73.9496631 40.7965179, -73.9496061 40.7965935, -73.9496116 40.796606, -73.9496189 40.7966161, -73.9496299 40.7966288, -73.9496411 40.7966385, -73.9496618 40.7966473, -73.9496802 40.7966549, -73.9497027 40.7966668, -73.9497244 40.7966815, -73.9497422 40.7966959, -73.9497575 40.7967123, -73.9497688 40.7967264, -73.9498014 40.7967913, -73.9498019 40.7968361, -73.9497938 40.7968656, -73.9497839 40.7968924, -73.9497731 40.7969178, -73.9497626 40.7969378, -73.9497591 40.7969467, -73.9497571 40.7969586, -73.9497623 40.796969, -73.9497673 40.7969775, -73.9497883 40.7969865, -73.9502608 40.7971833, -73.9509739 40.7974831, -73.9510383 40.79751, -73.952353 40.7980661, -73.9527043 40.7982164, -73.955126 40.799237, -73.9555925 40.7994309, -73.9559873 40.7995974, -73.9576536 40.8002923, -73.9576827 40.8003048, -73.9577049 40.8003107, -73.9577265 40.8003135, -73.9577424 40.8003117, -73.9577602 40.8003077, -73.9578121 40.8002816, -73.9578357 40.8002711, -73.9578609 40.8002612, -73.9578853 40.8002523, -73.9579135 40.8002443, -73.9579531 40.8002352, -73.958039 40.8002111, -73.9580742 40.8002065, -73.9581067 40.8002035, -73.958139 40.8001996, -73.9581702 40.8001953, -73.9581901 40.8001932, -73.9582004 40.8001916, -73.9582116 40.8001889, -73.9582225 40.8001852, -73.9582322 40.8001812, -73.9582454 40.8001744, -73.9582594 40.8001649, -73.9584444 40.7999135, -73.9587263 40.7995306, -73.9588184 40.7994129, -73.9589165 40.7992931, -73.9589604 40.7992378, -73.9589862 40.7992085, -73.9590607 40.7991133, -73.959776 40.7981253, -73.9599617 40.7978697, -73.9607174 40.7968272, -73.9606922 40.7968165, -73.9607377 40.7967535, -73.9607632 40.7967641, -73.9613456 40.7959607, -73.9613682 40.795929, -73.9626287 40.7942007, -73.9639878 40.7923871, -73.9645157 40.7916521, -73.9646045 40.7915356, -73.965651 40.7900902, -73.9661212 40.7894415, -73.9672728 40.7878736, -73.9673372 40.7877836, -73.9682398 40.7865399, -73.9690437 40.7854255, -73.969113 40.7853303, -73.9692206 40.7851954, -73.9692564 40.7851403, -73.969659 40.784584, -73.9697076 40.7845135, -73.9700242 40.7840726, -73.9702619 40.783752, -73.9704966 40.7834445, -73.9714695 40.7821005, -73.9714884 40.7820679, -73.9716566 40.781843, -73.9725365 40.7806502, -73.9726547 40.7804911, -73.973142 40.7798279, -73.9734015 40.7794669, -73.9734706 40.7793708, -73.973712 40.7790432, -73.9741143 40.7784888, -73.9748348 40.7774861, -73.9757406 40.7762343, -73.9758687 40.7760769, -73.9762831 40.7755038, -73.9771742 40.7742872, -73.9771962 40.7742602, -73.9780733 40.7730567, -73.9781445 40.7729298, -73.9786494 40.772256, -73.9789928 40.7717669, -73.9790604 40.7716807, -73.9792112 40.7714634, -73.9797693 40.7707071, -73.9797918 40.7706802, -73.9803189 40.7699787, -73.9808308 40.7692432, -73.9808882 40.7691598, -73.9809437 40.7690783, -73.9812638 40.7686118, -73.9812971 40.7685782, -73.9813785 40.7684879, -73.9814003 40.7684638, -73.9814075 40.7684558))"
43,44,Staten Island,Charleston/Tottenville,Boro Zone,"POLYGON ((-74.2383672 40.5357719, -74.23636719999999 40.5357719, -74.23636719999999 40.537771899999996, -74.2383672 40.537771899999996, -74.2383672 40.5357719))"
44,45,Manhattan,Chinatown,Yellow Zone,"POLYGON ((-73.9972504 40.715491300000004, -73.99525039999999 40.715491300000004, -73.99525039999999 40.7174913, -73.9972504 40.7174913, -73.9972504 40.715491300000004))"
45,46,Bronx,City Island,Boro Zone,"POLYGON ((-73.7925176 40.8558919, -73.7924802 40.8558453, -73.7924188 40.8558089, -73.7920803 40.8556939, -73.7919358 40.8555056, -73.7911895 40.8545327, -73.7911206 40.8545537, -73.7911516 40.8544744, -73.7918008 40.8542992, -73.7918535 40.8542629, -73.7918684 40.854224, -73.7918706 40.8541738, -73.7918427 40.8541041, -73.791802 40.8540393, -73.7917506 40.8539842, -73.7916885 40.8539485, -73.7915921 40.8539323, -73.7914742 40.853934, -73.7913843 40.8539388, -73.7913264 40.8539453, -73.7912921 40.8538659, -73.79126 40.8538708, -73.7912664 40.8538497, -73.7912707 40.8538222, -73.7912579 40.8537752, -73.7911121 40.8535388, -73.7912052 40.8535155, -73.7911028 40.8532792, -73.7908579 40.8533405, -73.7908544 40.8533324, -73.7907694 40.8531367, -73.7904681 40.8532094, -73.7903997 40.8530324, -73.7914418 40.8527717, -73.7911402 40.852036, -73.7901558 40.8522564, -73.7900869 40.8520299, -73.790208 40.8519972, -73.7901818 40.851841, -73.7902301 40.8518313, -73.790167 40.8516036, -73.7900215 40.8516279, -73.7900075 40.8516584, -73.7897158 40.851706, -73.7896638 40.8514924, -73.7895631 40.8515013, -73.7895128 40.8513214, -73.7895224 40.8513174, -73.789517 40.851302, -73.7901276 40.851191, -73.7900291 40.85077, -73.7899535 40.8507014, -73.7898609 40.8505614, -73.7898828 40.8504774, -73.7900512 40.8504439, -73.7899985 40.8502884, -73.7898214 40.8503067, -73.7897914 40.8502156, -73.7898767 40.8501844, -73.7899071 40.8501479, -73.7898191 40.849883, -73.7896683 40.8498968, -73.7896669 40.8497592, -73.7897658 40.8497463, -73.789693 40.8495184, -73.7897104 40.8493642, -73.7897815 40.8492638, -73.7897815 40.8491441, -73.7896112 40.8489026, -73.7896058 40.8488448, -73.7896742 40.8488154, -73.7897654 40.8488316, -73.7898901 40.8490497, -73.7899317 40.8492273, -73.78998 40.8492547, -73.7907457 40.8489306, -73.7910277 40.8488112, -73.7913309 40.8483575, -73.7912681 40.8476438, -73.7914035 40.8475645, -73.79146 40.8469795, -73.7914041 40.8469696, -73.791341 40.8469759, -73.7913221 40.8469308, -73.7913556 40.8469263, -73.791351 40.8468829, -73.7915115 40.8468117, -73.7911126 40.8463435, -73.7909592 40.8463692, -73.7909152 40.8462503, -73.7909525 40.8462377, -73.7907217 40.8458916, -73.790701 40.8457542, -73.7905303 40.8456114, -73.7904116 40.845493, -73.7903656 40.8454387, -73.7901724 40.8452343, -73.7901806 40.8452059, -73.7900096 40.8449552, -73.7899115 40.8449768, -73.7895436 40.8444616, -73.7894336 40.8442211, -73.7893667 40.8439644, -73.789447 40.8439463, -73.7894101 40.8438456, -73.7893544 40.8438579, -73.789344 40.8438422, -73.789346 40.8436733, -73.789794 40.8435862, -73.7896202 40.843121, -73.7891392 40.8432194, -73.7890855 40.8432319, -73.7880104 40.841739, -73.7882515 40.8416887, -73.7882731 40.8415366, -73.7881195 40.8414461, -73.7878527 40.8414948, -73.7876319 40.8411286, -73.7878429 40.8410801, -73.787785 40.8409123, -73.7875609 40.840954, -73.7875428 40.8409242, -73.7875255 40.8408956, -73.787355 40.8406145, -73.7876235 40.8405267, -73.7874472 40.8400708, -73.7874931 40.8400529, -73.7874745 40.8399414, -73.7874102 40.8398614, -73.7873379 40.8397092, -73.7864848 40.8397505, -73.7860921 40.8395699, -73.7858916 40.8394106, -73.785769 40.8391935, -73.7857037 40.8390478, -73.7856687 40.8389153, -73.7856124 40.8387923, -73.7855385 40.8384204, -73.7855652 40.8380644, -73.7855756 40.8379252, -73.7854329 40.8378274, -73.7853185 40.8377028, -73.7852489 40.8375729, -73.7852111 40.837443, -73.7851547 40.8374121, -73.7849561 40.837372, -73.7847416 40.8372457, -73.7846339 40.8371384, -73.7845911 40.8370188, -73.7845707 40.8370101, -73.7844968 40.8369787, -73.7844004 40.8368856, -73.7843161 40.8367818, -73.7842281 40.8367756, -73.7839809 40.8367314, -73.7836934 40.8368158, -73.7835639 40.8368538, -73.7834137 40.8368734, -73.7833139 40.8368583, -73.7832122 40.8366379, -73.7831293 40.8364153, -73.7830649 40.8363586, -73.7830003 40.8363374, -73.7829194 40.8363294, -73.7828385 40.8363417, -73.7826979 40.8364263, -73.7826365 40.8368679, -73.7828002 40.836978, -73.7828437 40.8370511, -73.7828662 40.8371984, -73.7828279 40.8372771, -73.7827661 40.8373364, -73.7826974 40.8374046, -73.7826264 40.8374551, -73.7824363 40.83735, -73.7823571 40.8373296, -73.7822644 40.8373578, -73.7821025 40.8374704, -73.7819567 40.8375689, -73.7819034 40.8376369, -73.7819064 40.8377008, -73.7820099 40.8379438, -73.7817993 40.8380961, -73.781632 40.8383201, -73.7814722 40.8385211, -73.7813218 40.8390484, -73.7811608 40.8393913, -73.7812579 40.8396095, -73.7812527 40.8397272, -73.7814052 40.8399196, -73.781521 40.8403556, -73.7815287 40.8404238, -73.781487 40.8404862, -73.7814379 40.8405222, -73.7814894 40.8406271, -73.7814065 40.8407106, -73.7815028 40.8407879, -73.7816876 40.8410767, -73.7818998 40.8417292, -73.7821797 40.8416694, -73.7824536 40.8420576, -73.7823015 40.842109, -73.7824079 40.8425101, -73.7828083 40.8424361, -73.7830043 40.8425991, -73.7832611 40.8429988, -73.7835187 40.8437553, -73.7834627 40.8437721, -73.7834403 40.843805, -73.7831177 40.843868, -73.7831687 40.8440205, -73.7832853 40.8439948, -73.7833223 40.8441225, -73.7830935 40.8441599, -73.7829966 40.8441879, -73.7830193 40.8442268, -73.7830553 40.8443432, -73.7830912 40.8443786, -73.7832598 40.8443465, -73.7833277 40.8445263, -73.7829824 40.8446761, -73.7829945 40.844775, -73.7830853 40.8449137, -73.7832186 40.8450096, -73.7832288 40.8451365, -73.7831352 40.8455126, -73.78309 40.8455672, -73.7826217 40.8456442, -73.7825348 40.8457058, -73.7826138 40.8459647, -73.7823602 40.8460095, -73.7825112 40.8464256, -73.7822895 40.8464653, -73.7823202 40.8465501, -73.7821481 40.8465858, -73.7822375 40.8468604, -73.7820933 40.8469261, -73.7820748 40.8469705, -73.7820593 40.8470783, -73.7820126 40.847155, -73.7819341 40.8471969, -73.781529 40.8473234, -73.7814598 40.8473904, -73.781426 40.8474761, -73.7814611 40.8476288, -73.781478 40.8477426, -73.7814737 40.8478565, -73.7815137 40.8479557, -73.7815944 40.8480242, -73.7817015 40.848038, -73.7818655 40.848021, -73.7824307 40.8479457, -73.7825628 40.8480908, -73.7826305 40.8481953, -73.7826187 40.848236, -73.7826075 40.8482586, -73.7825362 40.8483015, -73.7820655 40.8484273, -73.7820917 40.8484821, -73.7818027 40.8485627, -73.7817845 40.848523, -73.7814963 40.848597, -73.7815049 40.8487052, -73.7815812 40.8487295, -73.7818205 40.8489589, -73.7819506 40.848924, -73.7821535 40.8490968, -73.7824299 40.8493312, -73.7824917 40.849318, -73.7830295 40.8490604, -73.7831477 40.8492184, -73.7833014 40.8491896, -73.7836361 40.8493523, -73.7841487 40.8500353, -73.7842653 40.8502481, -73.7839923 40.8504729, -73.7840608 40.8506301, -73.7843021 40.8507728, -73.7844515 40.8507815, -73.7844818 40.8510202, -73.7835504 40.8513662, -73.7834612 40.8513993, -73.7835588 40.8515637, -73.7839594 40.8514658, -73.7840135 40.8515973, -73.7840355 40.8516072, -73.7842274 40.8515518, -73.7843495 40.8516352, -73.7844631 40.8517738, -73.7853923 40.8515427, -73.7854763 40.8516154, -73.7854574 40.851676, -73.785661 40.8517821, -73.7858361 40.8518316, -73.786166 40.8520259, -73.7864993 40.8523055, -73.7867818 40.8525126, -73.7867724 40.8525362, -73.7867794 40.8525492, -73.7867978 40.8525539, -73.7868352 40.8525526, -73.7871491 40.8528198, -73.7872552 40.8528315, -73.7877992 40.853335, -73.7878827 40.8534941, -73.7879148 40.8536638, -73.7878748 40.8537864, -73.7876602 40.8538332, -73.7871648 40.8539676, -73.787128 40.8539859, -73.7870995 40.8540293, -73.7871013 40.8541045, -73.7871883 40.8541801, -73.7872959 40.8542101, -73.7877334 40.8541826, -73.7881913 40.8540991, -73.7882224 40.8541341, -73.7884965 40.8544429, -73.7884147 40.8547264, -73.7882858 40.8547969, -73.7883335 40.8550581, -73.7884298 40.855065, -73.7885012 40.8551586, -73.7884186 40.8551921, -73.7884267 40.8553482, -73.788374 40.855642, -73.78887 40.8566282, -73.7887747 40.8567115, -73.7888102 40.8568055, -73.7887051 40.8570887, -73.7888729 40.8578858, -73.7888516 40.8580114, -73.7888454 40.8581014, -73.7888619 40.8581914, -73.7889725 40.8584177, -73.7889975 40.8584897, -73.7892994 40.8585573, -73.7894774 40.858536, -73.78982 40.8585436, -73.790021 40.8584988, -73.7903243 40.8580116, -73.790275 40.8579619, -73.7903515 40.857914, -73.7903719 40.8579257, -73.790447 40.8578787, -73.7904178 40.8578486, -73.790795 40.8577428, -73.7909791 40.8575078, -73.7909228 40.8574733, -73.7910368 40.8573526, -73.7911615 40.8572958, -73.7913518 40.8572695, -73.7916083 40.8573766, -73.7918541 40.8570081, -73.7917274 40.8568586, -73.791866 40.8566717, -73.7919969 40.8561768, -73.7920529 40.8560664, -73.7920765 40.856024, -73.7921243 40.8560039, -73.7923588 40.8560438, -73.7924377 40.8560218, -73.7925176 40.8558919))"
46,47,Bronx,Claremont/Bathgate,Boro Zone,"POLYGON ((-73.9094936 40.842256, -73.9094877 40.8421506, -73.9094625 40.8420407, -73.9092851 40.8413096, -73.9089468 40.839914, -73.9089287 40.8398372, -73.9088371 40.8394488, -73.9087882 40.8391965, -73.9087645 40.8389959, -73.9087705 40.8386954, -73.9088001 40.8383893, -73.9088801 40.8380777, -73.9089868 40.8377705, -73.9091202 40.8375048, -73.9091854 40.837359, -73.9092055 40.8372789, -73.909203 40.8372008, -73.9091706 40.837132, -73.9091496 40.8371228, -73.9091054 40.8371034, -73.9089705 40.8371213, -73.908234 40.8372559, -73.9081444 40.8372835, -73.9080888 40.8373007, -73.907994 40.8373545, -73.9078991 40.8374274, -73.9076033 40.8378354, -73.9070969 40.8381731, -73.9069507 40.8382985, -73.9057922 40.8397445, -73.9056738 40.8399523, -73.9053631 40.8404978, -73.9053295 40.8406562, -73.9052897 40.8411255, -73.905171 40.8425239, -73.9058765 40.8425563, -73.9069406 40.8426057, -73.9069918 40.8426081, -73.9076343 40.8426404, -73.9076507 40.8426326, -73.9076694 40.8426079, -73.9076952 40.8425991, -73.9079455 40.8426104, -73.9087449 40.8426561, -73.9094506 40.8426842, -73.9094558 40.8426325, -73.9094936 40.842256))"
47,48,Manhattan,Clinton East,Yellow Zone,"POLYGON ((-73.98468820000001 40.720268700000005, -73.9826882 40.720268700000005, -73.9826882 40.7222687, -73.98468820000001 40.7222687, -73.98468820000001 40.720268700000005))"
48,49,Brooklyn,Clinton Hill,Boro Zone,"POLYGON ((-73.9662778 40.6887222, -73.96427779999999 40.6887222, -73.96427779999999 40.690722199999996, -73.9662778 40.690722199999996, -73.9662778 40.6887222))"
49,50,Manhattan,Clinton West,Yellow Zone,"POLYGON ((-73.9924548 40.6952736, -73.9904548 40.6952736, -73.9904548 40.697273599999995, -73.9924548 40.697273599999995, -73.9924548 40.6952736))"
50,51,Bronx,Co-Op City,Boro Zone,"POLYGON ((-73.833777 40.8757193, -73.8337561 40.8735073, -73.8336341 40.8726654, -73.8336198 40.8726281, -73.8332724 40.8717241, -73.8319488 40.8693917, -73.8313555 40.8695337, -73.8314776 40.8698477, -73.830881 40.8700188, -73.830961 40.8702184, -73.8309822 40.8705207, -73.830902 40.8708728, -73.8295785 40.8708598, -73.8295531 40.8710812, -73.8292031 40.8710179, -73.8277287 40.8708983, -73.8271565 40.8707787, -73.8260338 40.8703472, -73.825201 40.871184, -73.824899 40.8715664, -73.824707 40.8719153, -73.8246095 40.8721871, -73.8244852 40.8729373, -73.8244814 40.8734356, -73.8246626 40.874802, -73.8246039 40.8755716, -73.8243498 40.8763991, -73.823808 40.877303, -73.8230616 40.8781401, -73.8228511 40.8784778, -73.8226905 40.8788911, -73.8226722 40.8793578, -73.8227661 40.8795563, -73.8229162 40.8797054, -73.8232311 40.8798251, -73.823488 40.8798363, -73.823821 40.8797781, -73.8285887 40.8782383, -73.8293496 40.878143, -73.8302425 40.8782685, -73.8309939 40.8786656, -73.8315768 40.879201, -73.8317852 40.8793227, -73.8320225 40.8793522, -73.8322351 40.8792794, -73.8326478 40.8788345, -73.8331727 40.8780303, -73.8335835 40.8770152, -73.833766 40.875793, -73.833777 40.8757193))"
51,52,Brooklyn,Cobble Hill,Boro Zone,"POLYGON ((-73.9983352 40.686547000000004, -73.99633519999999 40.686547000000004, -73.99633519999999 40.688547, -73.9983352 40.688547, -73.9983352 40.686547000000004))"
52,53,Queens,College Point,Boro Zone,"POLYGON ((-73.8469682 40.7866014, -73.8449682 40.7866014, -73.8449682 40.7886014, -73.8469682 40.7886014, -73.8469682 40.7866014))"
53,54,Brooklyn,Columbia Street,Boro Zone,"LINESTRING (-74.0100959 40.6684371, -74.0101963 40.6682815, -74.0112687 40.6660593, -74.0113653 40.6658395, -74.0116255 40.6653112, -74.0116989 40.6651715, -74.0127053 40.6650188, -74.012941 40.6650313, -74.0143548 40.6649031)"
